customer_id,order_date,total_price
870,2023-05-31,367.38
3037,2023-08-18,82.86
7205,2023-09-18,189.0
1288,2023-09-04,304.95
4102,2023-03-03,206.21
6472,2023-08-26,447.03
5929,2023-01-20,82.39
4303,2023-05-06,113.45
6480,2022-12-04,410.38
1011,2023-09-01,303.29
8352,2022-11-22,178.12
8368,2023-08-04,302.47
4350,2022-11-06,195.75
2709,2023-07-29,34.24
4921,2023-07-01,287.38
995,2023-07-10,406.35
4498,2023-04-24,13.17
2004,2023-05-21,187.79
1140,2023-02-01,133.08
6364,2023-06-05,477.36
3222,2023-07-18,378.53
1266,2022-11-12,490.9
976,2023-04-14,364.58
7204,2023-09-08,206.06
5718,2023-06-27,20.42
5331,2022-10-16,251.64
6739,2023-03-13,329.24
231,2023-06-06,14.92
6181,2023-03-25,215.7
388,2022-11-15,351.3
4896,2022-11-27,59.15
7734,2022-10-07,327.58
571,2023-01-09,16.92
9024,2022-12-12,322.48
8272,2022-12-03,237.48
6281,2022-10-31,311.45
2569,2023-08-17,243.01
7009,2023-04-20,483.68
3983,2022-11-23,341.41
7895,2023-06-04,322.28
8917,2023-04-27,443.33
6123,2023-01-08,120.41
9280,2023-05-16,376.04
2246,2023-04-23,395.41
5964,2023-03-23,203.36
5896,2022-11-01,75.3
9716,2023-09-12,237.04
7649,2023-03-14,141.76
4075,2023-05-22,48.14
9106,2023-02-14,20.9
5404,2023-09-15,389.11
7209,2022-12-03,397.47
9715,2022-12-14,317.67
8078,2023-04-21,219.3
4872,2023-07-11,251.84
7695,2023-06-23,33.66
8390,2023-02-24,395.34
8361,2023-01-25,486.37
9046,2022-09-29,177.29
4697,2022-10-20,187.54
6326,2023-01-28,296.12
6886,2022-12-27,350.5
3716,2023-08-28,465.55
8800,2023-06-19,383.18
6531,2022-10-11,137.29
1137,2023-01-08,465.98
7180,2023-06-28,262.36
5224,2023-08-14,14.9
139,2022-09-30,491.69
5372,2023-01-17,368.14
1173,2023-04-07,163.88
3672,2022-11-28,442.88
6904,2022-10-31,54.34
3043,2022-10-11,33.38
5347,2022-11-07,178.12
7991,2023-05-29,389.11
8503,2022-12-10,90.42
2233,2023-01-29,110.26
5181,2023-07-07,162.75
3256,2023-06-10,454.7
5165,2023-04-10,476.8
82,2023-05-26,297.01
6983,2023-05-26,220.21
8225,2023-02-18,236.78
2439,2023-04-30,380.75
2028,2023-03-23,216.81
3480,2022-09-28,228.32
4379,2023-04-05,234.43
395,2023-02-12,380.0
5534,2023-09-18,277.1
2088,2023-01-24,413.48
4389,2023-03-27,176.98
7028,2022-11-05,281.11
220,2022-10-26,346.98
7036,2023-03-28,482.38
4638,2022-12-22,302.18
1764,2022-10-25,359.7
6638,2023-09-21,382.62
4782,2022-09-24,390.35
2390,2023-03-17,264.76
1288,2023-06-10,221.47
1032,2023-08-22,84.61
3019,2022-12-07,319.2
238,2022-10-23,18.65
9589,2023-05-12,44.83
8056,2023-06-25,25.44
4704,2023-03-01,64.65
3216,2023-08-04,50.0
3259,2022-11-21,472.26
6228,2023-05-30,409.14
1185,2023-07-05,352.43
9900,2023-01-01,101.74
4799,2023-02-26,239.06
8988,2023-01-21,485.15
775,2022-11-26,31.78
8834,2023-04-04,144.56
5024,2023-06-20,447.59
8096,2023-01-10,64.57
3048,2022-11-12,298.38
2270,2022-10-17,313.76
5480,2023-04-29,384.47
3203,2023-08-28,205.27
7977,2023-03-18,364.15
9880,2023-08-03,364.68
1942,2023-01-08,165.65
5940,2022-11-02,493.25
7932,2023-09-16,318.55
7230,2023-09-02,44.65
6996,2023-08-14,143.09
8217,2022-12-11,435.91
903,2022-11-10,396.31
5732,2023-07-28,112.22
3532,2022-12-05,326.01
8747,2023-04-10,482.65
3366,2023-02-26,365.62
399,2023-02-27,294.76
7013,2023-04-21,490.6
1707,2023-06-24,98.63
2436,2023-07-15,126.08
1403,2022-10-19,128.55
1687,2023-03-16,419.22
5906,2023-01-23,484.63
620,2022-12-12,46.28
8160,2023-06-22,282.0
8029,2023-04-01,224.8
2094,2023-02-20,199.66
4098,2023-08-14,393.6
2348,2023-08-31,497.24
4426,2022-11-21,24.72
127,2023-08-09,479.95
9402,2022-11-15,118.11
4991,2023-07-06,372.74
8230,2023-04-14,342.22
5763,2023-04-29,306.02
1652,2022-11-22,80.32
7785,2023-03-30,15.25
6046,2023-04-20,245.18
7170,2023-04-25,321.54
2014,2023-08-30,415.19
4373,2022-11-14,139.74
4630,2023-02-20,451.24
6513,2023-04-28,336.65
5705,2023-02-02,417.9
3308,2022-12-24,489.48
162,2023-09-08,17.23
6859,2023-04-13,362.61
7908,2022-11-06,404.8
1258,2022-09-29,108.46
3531,2023-07-21,241.87
6460,2023-07-22,193.62
8864,2023-08-25,147.08
9504,2022-12-23,484.98
6540,2023-04-30,201.29
5044,2022-12-29,379.34
2404,2022-12-02,295.33
5079,2023-02-13,326.94
4259,2022-10-19,256.13
8220,2023-04-24,365.88
6185,2023-03-09,246.22
5331,2023-07-09,60.84
7840,2023-06-29,364.99
3950,2022-10-21,44.39
9440,2023-07-29,463.63
5968,2023-02-23,466.2
9815,2023-08-23,14.34
8101,2023-01-10,16.35
4946,2022-11-13,325.13
5665,2023-02-04,132.3
8329,2023-08-04,94.35
9524,2023-06-15,71.59
5648,2022-12-31,168.89
7053,2022-10-15,339.58
1483,2023-04-03,486.83
3753,2023-03-25,216.29
4181,2023-04-04,164.09
4575,2023-06-06,213.31
2633,2023-06-28,299.4
3063,2023-07-31,183.62
3161,2022-10-24,314.16
64,2022-11-01,165.51
7319,2023-05-15,165.89
5646,2023-02-26,407.84
3503,2022-09-24,264.98
8646,2023-08-09,203.22
1835,2023-08-14,120.01
2295,2023-05-17,255.61
7542,2022-12-22,129.97
9531,2023-07-25,244.22
3615,2023-06-17,243.12
8148,2023-03-21,79.49
8622,2023-08-29,353.07
3215,2023-06-23,83.07
2479,2023-01-03,323.51
3408,2023-08-08,167.87
1423,2023-03-14,435.76
62,2023-08-04,425.58
5413,2022-10-11,62.3
1998,2022-11-14,265.74
5585,2023-04-05,415.3
6096,2023-08-07,203.2
4839,2023-01-13,443.42
4450,2023-07-28,443.43
5440,2023-05-30,443.54
7941,2023-02-17,28.21
4931,2023-01-25,409.95
6318,2023-05-20,260.39
3339,2023-06-30,106.23
805,2023-08-04,404.71
1807,2023-03-25,34.55
7228,2023-09-01,348.35
2133,2022-12-01,28.61
7209,2023-06-23,208.42
1660,2023-07-14,160.14
8418,2023-07-13,405.77
1204,2023-01-24,242.94
6723,2022-11-12,497.86
7295,2023-07-04,123.12
2846,2023-02-28,444.19
9300,2023-07-13,25.14
2370,2023-01-21,286.52
1432,2022-10-19,280.63
5985,2023-05-03,253.32
8617,2023-03-06,17.52
6007,2023-04-09,83.62
3831,2023-07-02,96.16
4385,2023-02-05,371.1
3437,2023-01-16,459.94
3975,2023-09-13,471.92
7764,2022-11-22,390.94
2756,2023-08-07,457.22
1873,2023-03-14,84.84
4587,2023-05-01,88.4
2935,2022-12-09,407.78
4278,2023-07-14,439.1
8026,2023-05-30,284.13
1190,2023-06-26,215.53
7703,2023-01-06,414.8
7502,2023-01-10,54.6
6862,2023-03-29,69.52
1630,2023-06-09,33.32
6570,2023-08-04,426.19
9926,2023-04-15,162.7
3395,2023-02-01,425.02
3696,2022-11-20,355.25
9879,2023-04-16,247.28
3150,2023-06-20,105.31
1859,2023-06-17,451.77
3192,2023-05-19,34.78
6064,2023-02-19,354.07
2311,2023-09-21,387.22
3073,2023-08-06,58.38
6525,2022-12-15,97.48
9170,2022-12-21,227.76
4442,2023-09-16,62.41
1902,2022-12-31,407.85
223,2023-02-12,484.4
9794,2022-12-10,496.01
3757,2023-04-03,491.18
8359,2023-01-22,133.84
9081,2023-09-15,293.41
4272,2023-03-28,361.42
1972,2023-03-12,113.56
743,2023-04-10,161.02
5229,2023-04-01,462.53
2886,2023-01-08,266.4
6701,2023-07-27,392.62
217,2023-01-29,189.09
6305,2022-12-24,482.14
2953,2023-08-19,253.66
9353,2023-03-12,37.2
9590,2022-10-04,161.72
8037,2023-01-18,176.07
3109,2023-06-17,299.28
8973,2023-01-16,286.73
914,2023-05-26,420.96
6058,2023-08-30,336.54
2712,2022-09-23,351.12
8924,2022-12-04,144.77
8660,2023-08-09,273.16
8449,2023-03-23,56.36
6155,2022-10-08,130.35
4578,2023-07-10,365.87
615,2022-11-18,145.98
7463,2023-03-27,26.5
2681,2022-10-13,203.14
6293,2022-12-20,154.71
7237,2023-08-09,398.92
122,2023-02-21,107.72
3139,2023-01-09,249.38
6454,2023-07-16,116.9
5813,2022-11-07,304.32
8764,2023-02-02,170.94
1843,2023-03-24,194.68
7165,2023-08-06,333.44
6950,2023-03-26,278.5
6977,2023-01-17,301.58
5730,2023-08-18,395.96
8115,2022-12-02,210.07
5696,2023-07-29,27.19
6041,2023-01-01,453.77
9879,2023-05-25,279.89
6154,2022-10-21,358.1
3665,2023-05-09,340.55
6205,2023-02-08,110.01
5951,2023-06-08,342.6
992,2023-04-16,389.53
5940,2023-04-19,472.54
5544,2023-06-28,206.13
684,2022-12-29,370.1
2413,2022-12-15,42.75
315,2022-11-22,472.1
8757,2023-08-01,224.65
6757,2023-09-13,131.15
2502,2023-08-28,65.57
1685,2023-04-13,87.63
3934,2023-06-14,262.2
6559,2022-10-08,271.73
8299,2023-04-05,199.22
2226,2023-08-17,237.13
7824,2022-12-03,474.39
2914,2023-05-29,350.89
6773,2023-05-24,197.29
4502,2023-01-19,34.43
3523,2023-05-04,276.12
5128,2023-07-06,431.45
3816,2023-02-16,22.17
8319,2023-08-10,41.32
8460,2023-05-06,276.8
8416,2023-08-14,58.41
4377,2022-10-15,407.25
3573,2023-03-30,133.54
8269,2023-03-08,419.98
8188,2023-08-23,203.84
9831,2023-04-17,451.61
5811,2023-02-17,148.38
110,2022-11-25,410.92
8603,2023-06-26,51.49
2223,2022-12-13,242.31
5782,2023-07-06,181.24
3973,2022-11-24,312.52
957,2023-03-13,182.03
9993,2023-05-26,248.73
6813,2023-06-11,156.8
8812,2023-06-23,124.54
2347,2023-06-27,439.38
2066,2023-04-04,355.42
8703,2023-06-07,251.67
8705,2023-03-09,435.31
3681,2022-10-04,290.38
4867,2023-01-21,266.61
1581,2023-04-27,112.64
8914,2022-12-10,217.97
6545,2023-03-09,142.18
9889,2023-05-06,98.78
1254,2023-07-07,241.02
2617,2022-11-08,293.98
8623,2022-10-03,28.65
73,2022-11-09,312.51
3255,2022-11-03,436.71
2023,2023-05-01,30.26
8192,2023-04-06,190.84
5377,2023-01-12,193.5
3379,2022-12-24,228.81
1894,2022-10-02,75.36
1261,2023-01-13,20.18
2410,2022-12-30,127.52
7763,2023-07-28,356.7
8067,2022-12-09,267.16
6183,2022-10-28,382.81
6933,2023-08-12,368.77
870,2022-12-03,174.19
3905,2022-12-14,442.43
1110,2022-11-09,107.96
6731,2023-09-03,347.4
2208,2023-04-22,274.18
9990,2023-03-05,33.07
4335,2023-07-16,88.69
8897,2022-11-11,436.03
5990,2023-06-09,452.75
7444,2023-05-08,249.96
4818,2023-07-16,241.35
2534,2023-05-16,102.34
5435,2023-08-24,354.11
6362,2023-07-25,20.02
3742,2022-12-30,484.76
5350,2023-09-14,170.06
4438,2022-10-05,249.89
23,2023-07-21,12.99
3879,2023-04-07,24.12
3540,2023-02-20,103.09
2503,2023-01-19,316.82
8234,2023-03-13,16.12
3977,2022-09-25,16.41
3054,2022-12-01,264.89
951,2023-06-11,265.51
9320,2023-08-25,246.05
6630,2022-11-11,68.37
249,2022-11-07,30.11
6615,2023-04-27,367.97
5711,2023-01-28,396.21
4359,2023-06-30,237.71
8559,2023-07-26,411.47
4017,2023-03-17,357.26
5778,2022-10-05,419.7
2335,2023-02-14,493.2
5797,2023-04-11,278.0
1227,2023-01-03,47.78
8843,2022-12-10,285.43
4105,2022-09-30,174.92
3946,2022-11-30,120.39
7501,2023-04-09,231.68
6073,2023-02-11,439.81
7065,2023-04-30,195.27
1144,2023-03-31,217.63
4865,2023-01-24,122.35
9866,2022-10-12,341.76
557,2023-02-23,243.96
6354,2023-05-23,140.22
6038,2023-03-18,124.78
3074,2022-10-03,166.66
2633,2023-05-12,257.08
3703,2023-07-18,404.95
4495,2023-05-19,322.71
2799,2023-02-22,351.82
9047,2023-08-26,89.64
6344,2022-11-30,277.4
986,2023-07-24,267.62
4147,2023-01-11,342.03
129,2023-08-12,105.85
7371,2023-05-14,276.8
1786,2023-06-02,234.95
7170,2022-11-23,46.02
1783,2023-04-29,328.1
9278,2022-11-10,382.3
7049,2023-03-19,25.22
8954,2023-08-11,364.43
5141,2022-11-30,365.9
1072,2022-11-26,120.9
2278,2023-02-03,326.21
5979,2023-07-15,96.55
5858,2022-12-01,163.43
1502,2022-12-05,191.15
3388,2023-04-30,390.05
8054,2023-06-29,312.88
7062,2023-06-13,131.66
4509,2023-07-14,28.45
3642,2023-06-27,421.06
4109,2023-02-05,478.49
8043,2023-05-31,271.52
2464,2023-04-10,477.61
126,2022-11-27,206.01
3108,2023-07-12,145.56
2268,2023-03-09,410.39
2052,2023-06-29,170.01
6459,2022-12-22,139.4
9367,2023-06-02,396.19
9970,2023-02-26,333.55
1827,2023-07-01,482.58
5089,2023-06-16,122.93
5041,2023-05-19,193.12
6291,2023-08-20,362.23
4779,2023-07-03,218.78
7114,2023-06-01,61.53
4260,2022-09-29,69.1
5187,2023-01-14,81.23
5142,2022-11-25,110.72
9643,2023-09-09,341.55
3258,2023-01-06,409.87
1181,2023-05-18,137.46
1984,2023-08-05,346.12
4983,2023-03-29,37.9
9545,2023-08-11,212.38
2355,2022-10-21,62.63
3983,2023-03-07,206.42
8539,2022-10-09,66.77
1770,2023-02-02,373.31
5881,2023-08-17,448.46
3820,2022-11-25,75.86
5916,2023-04-04,18.61
6801,2023-02-11,492.24
621,2022-11-20,212.06
3909,2023-08-18,419.51
6159,2022-11-05,391.82
922,2023-07-12,458.77
953,2023-03-16,85.29
9017,2023-03-18,243.1
1987,2023-04-16,98.93
1501,2023-01-31,201.6
7849,2023-08-15,273.22
2364,2022-12-08,182.7
2516,2022-11-24,331.16
3325,2022-11-27,450.76
7511,2023-01-06,68.81
7836,2023-08-18,447.25
102,2022-09-27,239.12
8817,2023-08-31,99.52
9506,2023-03-16,138.11
9306,2023-09-12,151.18
7053,2023-03-29,30.12
8466,2023-05-15,13.47
4051,2023-04-03,160.31
1220,2022-11-27,102.25
8611,2022-10-25,281.88
1915,2023-06-25,264.63
465,2023-08-14,470.33
3275,2023-06-14,94.11
5125,2023-08-23,347.55
9320,2022-11-04,16.69
9761,2022-10-06,220.81
4303,2023-07-29,40.25
7885,2023-06-22,215.12
4794,2022-10-21,470.43
669,2023-08-30,133.11
9510,2023-06-17,116.29
4177,2023-08-05,109.27
9530,2022-12-13,86.52
1338,2023-05-31,104.98
1395,2023-03-31,80.51
44,2023-09-05,44.23
8557,2023-04-01,260.07
1306,2023-08-19,33.24
4916,2023-05-22,158.39
5059,2023-01-09,308.02
7753,2023-09-18,451.16
2218,2022-10-31,456.89
661,2023-04-14,106.2
4185,2023-08-23,368.2
5591,2023-09-14,499.08
3723,2023-04-24,66.44
1067,2023-07-08,189.36
1336,2023-05-28,297.59
4317,2022-12-09,175.15
5562,2023-03-03,329.72
1733,2022-10-24,274.29
4359,2023-09-21,375.94
9893,2022-12-10,359.77
4070,2022-12-27,118.93
4769,2023-06-02,23.63
4684,2023-09-14,227.41
4242,2023-03-18,190.34
2386,2023-03-18,384.51
6228,2023-01-24,19.04
6492,2022-10-25,76.31
9916,2022-10-08,388.64
888,2022-10-04,313.53
5618,2022-10-30,231.69
8561,2023-04-27,353.56
3073,2023-06-25,393.7
2834,2022-10-30,302.96
7232,2023-01-07,127.31
7959,2023-08-02,189.32
8041,2023-05-14,29.44
4981,2022-11-28,343.54
6679,2022-10-04,462.21
9478,2023-01-25,485.07
3551,2023-02-03,361.37
6551,2023-04-16,487.84
3682,2022-10-07,402.95
1595,2022-12-20,495.83
1542,2023-06-27,154.63
9928,2022-11-19,44.02
7578,2023-06-04,128.57
9611,2023-01-28,318.55
1804,2023-07-02,191.15
7477,2023-06-20,400.12
1539,2022-11-12,308.97
6917,2023-07-16,243.11
4623,2023-05-12,337.93
6512,2023-01-19,336.09
9097,2023-04-30,106.6
2978,2023-07-02,289.38
9583,2023-05-22,198.13
2660,2023-04-09,464.78
5108,2023-02-19,442.61
2392,2023-08-13,453.7
7406,2023-05-28,46.78
775,2022-11-14,379.18
5273,2023-09-07,448.15
2511,2023-02-03,487.31
9293,2023-04-21,209.08
2563,2022-12-06,324.73
401,2023-07-29,37.97
3002,2023-03-01,84.17
6627,2023-09-16,82.18
7585,2023-05-10,232.61
5345,2022-12-07,492.42
4782,2023-03-21,415.73
6218,2023-05-09,462.0
1451,2023-08-18,284.84
8827,2022-12-17,158.77
7829,2023-08-15,59.72
4533,2023-09-15,102.17
4750,2023-02-23,111.79
4476,2023-07-27,83.19
8426,2023-01-03,380.02
8693,2022-11-25,92.7
8872,2023-03-31,187.46
3622,2023-01-17,266.55
5647,2023-04-29,315.32
9038,2022-12-28,117.52
6189,2023-04-12,31.17
4837,2023-06-17,259.22
9360,2023-07-26,128.48
8638,2023-01-13,306.78
2988,2023-07-07,470.05
9764,2022-12-29,269.74
9531,2023-05-04,458.52
712,2023-02-26,225.69
6461,2023-01-13,46.48
9927,2023-09-15,97.87
3831,2023-05-28,393.75
833,2022-10-02,484.09
7875,2023-09-14,111.68
2081,2023-07-10,134.0
9007,2022-11-03,319.69
5832,2023-02-28,157.23
8190,2023-03-29,256.97
7068,2022-11-07,200.0
4616,2023-09-14,393.17
5518,2022-10-07,173.65
8957,2023-06-07,102.39
3683,2023-01-28,200.85
1116,2023-01-16,282.11
3389,2023-06-14,429.63
5394,2023-06-04,190.58
28,2023-06-13,120.67
2336,2022-09-24,450.3
7007,2023-04-15,195.9
4551,2023-01-25,67.57
6485,2023-03-06,125.11
1322,2023-07-06,487.05
6078,2022-10-18,201.38
5995,2023-06-26,28.81
8998,2023-02-07,353.52
790,2023-08-27,323.04
213,2023-07-19,288.99
5595,2023-05-14,60.61
4439,2023-07-31,258.65
9354,2023-04-12,63.07
8243,2023-09-14,312.22
5129,2023-01-20,73.12
171,2023-09-09,244.76
2058,2023-06-05,456.22
3802,2023-09-08,198.28
137,2023-02-25,195.63
8122,2023-05-12,108.47
8840,2023-05-13,93.76
371,2022-10-14,271.73
4842,2023-01-09,425.66
1736,2023-01-27,442.88
8106,2023-05-01,253.68
9429,2023-01-19,301.79
6647,2022-11-13,241.1
3058,2022-11-14,167.91
8049,2023-08-29,296.26
15,2023-09-18,179.76
430,2023-01-08,296.47
1106,2022-11-05,304.54
6605,2023-07-26,102.82
373,2022-10-09,431.2
4994,2023-09-04,315.06
318,2023-04-08,89.69
9005,2023-02-19,248.6
304,2023-08-05,39.91
7735,2023-07-17,370.6
9028,2023-05-25,114.6
3268,2022-10-18,169.19
5176,2023-08-06,431.29
1895,2022-10-19,425.72
2167,2023-06-05,429.64
9270,2022-12-03,130.26
7429,2023-09-14,371.01
692,2023-07-17,317.73
7252,2023-05-19,399.45
1041,2022-10-02,487.59
4056,2023-03-10,408.34
5753,2023-04-18,46.46
3025,2022-10-07,169.22
6052,2023-09-04,153.84
1407,2023-02-26,60.99
7090,2023-04-30,495.4
2708,2022-11-07,189.53
8967,2022-10-06,304.97
3866,2023-03-29,412.72
4326,2022-12-31,177.12
5527,2023-07-23,171.67
6256,2023-01-10,379.0
8775,2022-10-10,25.27
6996,2023-08-29,354.94
2154,2023-05-28,187.43
5540,2023-01-29,17.72
8822,2023-07-30,392.48
1648,2023-06-20,474.39
9,2023-01-18,90.38
6250,2023-06-17,213.59
3038,2023-04-19,330.55
854,2022-10-12,79.84
4457,2023-01-30,220.62
6250,2023-03-07,430.27
3177,2023-04-12,454.87
9488,2023-02-02,53.92
3640,2023-03-05,300.92
4179,2023-01-15,68.7
1053,2023-06-06,47.85
7095,2023-06-02,330.04
1638,2023-03-22,341.78
5002,2023-09-08,233.96
9902,2023-08-04,472.81
1710,2022-09-28,204.74
3411,2022-12-18,51.36
3212,2022-11-29,337.19
8981,2022-10-12,467.15
4260,2023-04-03,131.84
7648,2023-05-24,333.24
8884,2023-03-14,237.84
4941,2022-11-21,374.86
242,2023-08-02,495.29
8994,2022-10-24,140.64
3124,2023-08-09,193.8
4654,2022-12-29,177.68
1531,2023-07-31,29.43
456,2022-12-20,139.66
4388,2022-10-04,485.23
7865,2023-05-27,479.3
224,2023-05-18,29.1
8172,2023-03-11,106.71
4653,2023-03-06,43.59
2267,2023-05-21,421.67
7436,2023-09-15,422.03
1162,2023-05-11,52.37
2353,2023-02-05,481.83
5208,2023-03-20,41.88
3325,2023-05-19,463.07
3525,2023-09-19,371.32
1233,2023-02-08,172.94
2537,2023-06-07,225.85
419,2022-09-21,95.16
2639,2023-06-16,235.19
2837,2022-11-19,47.42
1099,2023-01-23,199.57
3128,2022-11-03,115.92
5201,2023-02-07,32.94
9200,2023-07-22,29.99
7474,2022-09-24,57.47
6209,2023-04-29,259.88
2327,2023-08-07,361.28
9910,2023-06-14,302.76
9738,2023-03-30,137.13
3982,2023-03-06,306.82
3495,2023-07-13,77.0
9465,2023-04-09,412.3
319,2023-03-18,72.47
7255,2023-08-12,89.93
5055,2023-05-17,154.91
9117,2023-05-21,48.54
9366,2023-02-15,466.32
617,2023-01-07,290.46
3622,2023-02-10,223.68
2034,2023-01-08,205.96
9908,2023-05-07,72.9
3243,2022-10-11,451.63
6859,2022-11-15,334.55
4210,2023-09-18,326.97
1750,2023-04-19,64.31
9120,2023-05-09,462.33
7477,2023-05-13,258.1
4772,2023-05-27,308.63
6175,2022-12-20,498.78
1673,2023-09-01,284.31
5754,2023-02-19,484.0
8047,2023-05-05,394.49
9384,2022-12-03,466.12
6016,2023-03-31,189.28
7298,2023-01-26,373.7
6968,2023-07-22,172.59
2040,2023-02-05,244.87
3291,2023-06-17,377.26
7155,2023-07-21,290.29
7620,2023-09-14,410.05
1259,2023-05-01,207.03
3322,2023-06-14,282.91
4908,2023-02-13,35.14
6738,2023-03-11,261.7
5827,2023-05-01,409.66
1906,2022-10-24,460.38
9917,2022-09-27,476.94
2440,2023-05-29,212.92
7905,2022-12-07,95.62
5893,2023-07-09,279.58
2208,2023-01-05,212.86
3490,2022-12-13,486.35
4545,2023-01-27,344.59
1303,2022-12-20,345.92
9376,2023-05-01,139.33
6221,2022-09-25,369.68
754,2023-06-08,331.08
4743,2023-07-31,392.42
2124,2023-01-02,403.91
1313,2022-11-05,146.74
5702,2023-03-21,144.3
2730,2023-03-12,286.93
2123,2023-04-02,329.43
910,2023-01-15,274.49
7565,2022-11-27,337.68
2059,2023-02-12,201.9
972,2022-12-23,71.84
5647,2023-02-11,404.29
9404,2023-03-31,277.08
5326,2022-12-13,273.41
5947,2023-01-30,96.14
2578,2023-03-29,255.29
4270,2023-02-13,460.53
6524,2023-08-04,236.4
3783,2023-07-23,12.98
259,2022-11-15,60.19
9039,2023-04-16,477.01
3654,2022-11-15,426.19
5412,2023-03-27,130.24
7996,2022-12-04,188.0
2339,2023-04-22,68.82
4240,2023-01-22,176.67
7038,2023-03-12,456.54
7075,2023-04-11,270.62
6324,2023-08-17,251.71
7868,2023-08-30,154.34
3299,2023-03-10,360.12
5527,2023-01-10,409.79
8148,2022-09-28,163.0
2725,2023-08-21,460.35
4485,2023-08-09,42.3
7706,2023-04-28,22.59
4935,2023-06-23,452.58
6440,2022-10-21,165.31
6558,2023-08-07,98.71
3346,2022-09-22,455.01
6304,2022-10-31,473.68
5798,2023-08-15,105.12
8330,2023-01-29,47.45
8750,2023-06-29,118.55
5414,2022-09-24,446.89
1299,2022-11-14,299.43
882,2023-06-05,471.6
8375,2023-07-25,310.06
998,2023-01-14,181.27
4201,2023-08-25,164.7
2465,2023-03-03,184.76
66,2023-04-04,465.53
7847,2023-01-25,50.64
1841,2023-07-22,159.7
4716,2023-09-21,134.24
518,2022-10-09,147.06
11,2023-01-21,246.52
467,2022-12-27,20.92
9125,2023-02-27,304.8
7251,2023-06-29,460.68
9541,2023-01-12,329.02
8686,2023-01-21,345.91
8610,2023-03-22,341.82
5991,2023-05-22,423.6
1606,2023-05-27,100.83
6279,2022-10-11,170.19
4361,2023-05-27,478.25
4151,2023-01-11,216.23
5202,2022-11-25,359.11
3797,2023-02-28,293.31
7481,2023-09-07,254.16
7061,2023-05-03,455.88
3044,2023-07-28,390.19
5998,2023-01-29,216.89
1840,2023-09-01,15.32
3930,2022-12-01,199.71
7433,2022-12-15,483.05
8592,2022-09-25,324.03
7012,2023-03-05,84.83
6254,2023-03-22,320.75
196,2022-09-28,483.08
1310,2023-09-03,483.84
9458,2022-10-16,424.24
2531,2023-07-27,228.62
8169,2022-10-29,39.68
7340,2023-03-08,160.9
9428,2022-11-12,43.6
4376,2023-03-08,183.58
3034,2023-05-19,191.93
5358,2023-04-28,492.96
3330,2022-12-30,190.92
7921,2023-01-29,217.32
5266,2023-06-18,27.75
7582,2022-10-03,118.16
8105,2023-04-13,416.91
5291,2023-09-18,87.34
1902,2023-09-08,478.53
4712,2023-01-02,349.57
5163,2023-07-12,392.35
8754,2022-09-30,493.73
8400,2023-04-18,118.78
5896,2023-09-09,438.48
4880,2022-10-22,150.91
2283,2022-11-09,176.45
8296,2022-11-02,114.03
7502,2023-02-28,339.2
4024,2023-04-04,245.52
4782,2023-07-18,400.47
6147,2023-09-12,328.92
1389,2022-12-06,64.61
2069,2023-09-18,295.8
7649,2023-06-17,29.7
5969,2023-02-02,442.32
5620,2022-11-01,82.69
3608,2022-09-22,35.59
4131,2022-12-30,66.29
8812,2023-07-10,307.46
9725,2023-05-03,155.9
9452,2023-05-28,55.01
9430,2023-08-22,402.18
4358,2023-03-17,213.01
838,2022-12-11,116.7
3042,2023-06-14,141.2
483,2023-01-23,327.66
1926,2022-12-19,268.87
5556,2022-12-16,160.77
4482,2023-06-18,342.51
772,2023-04-15,168.0
7831,2023-03-18,412.12
3744,2022-12-16,452.25
6543,2023-04-05,108.74
9734,2023-03-08,444.26
6553,2023-07-15,225.41
5167,2023-08-07,214.9
3121,2023-05-04,187.92
9132,2022-12-07,121.33
4889,2023-05-08,437.46
4634,2023-02-04,329.23
7490,2023-01-14,79.79
8406,2023-04-24,36.4
640,2023-04-25,207.0
2263,2023-03-20,199.39
5795,2023-07-15,494.55
9057,2023-03-31,494.18
2188,2022-11-16,167.89
5289,2023-03-18,109.31
1607,2022-11-04,242.67
989,2023-05-15,420.22
4725,2022-10-11,376.27
1626,2022-12-29,78.55
8686,2023-05-24,115.37
7061,2023-08-14,272.74
6013,2023-04-08,288.18
8192,2023-05-03,301.53
4085,2022-12-14,18.61
9901,2023-03-02,101.08
182,2023-01-06,253.49
5901,2022-11-26,327.11
7210,2023-06-30,417.29
7664,2023-02-13,404.33
264,2022-11-27,180.42
5195,2023-07-14,64.88
6158,2022-11-05,239.46
4976,2023-04-15,232.6
6563,2022-12-29,275.8
1970,2023-02-19,145.0
6650,2023-04-07,484.22
4677,2023-02-19,369.04
5347,2023-03-01,107.47
6153,2023-04-01,342.65
9834,2023-08-04,225.91
141,2023-03-12,284.22
8976,2023-07-10,392.62
2206,2023-07-05,213.41
6634,2023-05-16,388.16
5389,2023-03-17,131.42
332,2023-08-11,249.47
9704,2023-09-11,107.93
7691,2023-08-17,498.61
7817,2022-10-23,76.25
5692,2023-05-22,318.01
9858,2023-08-09,237.98
6153,2023-06-06,278.8
6636,2023-09-04,103.88
7705,2022-09-27,136.54
6277,2022-09-30,117.01
2847,2022-10-12,130.06
7338,2023-03-08,12.52
6869,2023-07-09,84.75
7327,2023-07-15,37.76
